銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
星展(台灣)商業銀行,108574.0,107959.0,107325.0,107262.0,107285.0,107434.0,107742.0,107535.0,107455.0,107524.0,107379.0,107602.0,107742.0,0.39%,25.0,0.39%,25.0,0.39%,25.0,0.38%,25.0,0.38%,25.0,0.38%,25.0,0.37%,25.0,0.37%,25.0,0.37%,25.0,0.37%,25.0,0.36%,25.0,0.36%,25.0,0.36%,25.0
台新國際商業銀行,472341.0,472241.0,474926.0,477945.0,481397.0,486595.0,488399.0,490996.0,493964.0,498891.0,504455.0,510292.0,517817.0,1.71%,10.0,1.71%,10.0,1.71%,10.0,1.71%,10.0,1.70%,10.0,1.70%,10.0,1.70%,10.0,1.70%,11.0,1.70%,11.0,1.70%,11.0,1.71%,11.0,1.71%,11.0,1.72%,11.0
日盛國際商業銀行,50731.0,50566.0,50576.0,50616.0,50644.0,50961.0,51016.0,50876.0,50971.0,51633.0,51961.0,52700.0,52922.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0,0.18%,29.0
安泰商業銀行,67902.0,68015.0,68385.0,68791.0,69091.0,69264.0,69455.0,69424.0,69747.0,70136.0,70541.0,71078.0,71382.0,0.25%,28.0,0.25%,28.0,0.25%,28.0,0.25%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0,0.24%,28.0
中國信託商業銀行,785213.0,786301.0,791128.0,795727.0,801294.0,817035.0,818922.0,820017.0,823045.0,827776.0,833659.0,843857.0,848975.0,2.85%,5.0,2.84%,5.0,2.85%,5.0,2.84%,5.0,2.84%,5.0,2.85%,5.0,2.84%,5.0,2.84%,5.0,2.83%,5.0,2.83%,5.0,2.82%,5.0,2.82%,5.0,2.82%,5.0
將來商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
連線商業銀行,,,0.0,20.0,140.0,254.0,795.0,1219.0,1642.0,2197.0,2831.0,3586.0,4730.0,nan%,,nan%,,0.00%,39.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.01%,38.0,0.01%,38.0,0.01%,38.0,0.01%,38.0,0.02%,38.0
樂天國際商業銀行,0.0,1.0,5.0,8.0,14.0,15.0,20.0,28.0,35.0,40.0,49.0,60.0,83.0,0.00%,38.0,0.00%,38.0,0.00%,38.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0,0.00%,39.0
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,8599702.0,8619233.0,8673442.0,8736858.0,8818256.0,8940200.0,8992302.0,9023910.0,9085097.0,9155374.0,9243687.0,9351939.0,9410821.0,31.18%,2.0,31.19%,2.0,31.19%,2.0,31.20%,2.0,31.21%,2.0,31.23%,2.0,31.24%,2.0,31.24%,2.0,31.25%,2.0,31.25%,2.0,31.26%,2.0,31.26%,2.0,31.26%,2.0
總額,9490605.0,9509858.0,9565641.0,9632318.0,9716736.0,9842989.0,9897409.0,9930091.0,9993597.0,10070395.0,10164613.0,10281454.0,10347035.0,34.41%,1.0,34.41%,1.0,34.40%,1.0,34.40%,1.0,34.39%,1.0,34.38%,1.0,34.38%,1.0,34.38%,1.0,34.37%,1.0,34.37%,1.0,34.37%,1.0,34.37%,1.0,34.37%,1.0
