銀行別,2021年1月,2021年2月,2021年3月,2021年4月,2021年5月,2021年6月,2021年7月,2021年8月,2021年9月,2021年10月,2021年11月,2021年12月,2022年1月,2021年1月市占率,2021年1月排名,2021年2月市占率,2021年2月排名,2021年3月市占率,2021年3月排名,2021年4月市占率,2021年4月排名,2021年5月市占率,2021年5月排名,2021年6月市占率,2021年6月排名,2021年7月市占率,2021年7月排名,2021年8月市占率,2021年8月排名,2021年9月市占率,2021年9月排名,2021年10月市占率,2021年10月排名,2021年11月市占率,2021年11月排名,2021年12月市占率,2021年12月排名,2022年1月市占率,2022年1月排名
樂天國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中央信託局,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中國農民銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
交通銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
澳盛(台灣)商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華開發工業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
第七商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
中華商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
大眾商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
慶豐商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺北國際商業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
高雄區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
花蓮區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
臺東區中小企業銀行,,,,,,,,,,,,,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,,nan%,
前20,25280.0,25329.0,25396.0,25471.0,25548.0,25656.0,25763.0,25828.0,25895.0,25964.0,26050.0,26102.0,26246.0,32.35%,2.0,32.35%,2.0,32.35%,2.0,32.35%,2.0,32.36%,2.0,32.36%,2.0,32.37%,2.0,32.37%,2.0,32.38%,2.0,32.38%,2.0,32.38%,2.0,32.38%,2.0,32.39%,2.0
總額,26438.0,26485.0,26552.0,26628.0,26702.0,26810.0,26913.0,26975.0,27042.0,27112.0,27197.0,27250.0,27396.0,33.83%,1.0,33.83%,1.0,33.82%,1.0,33.82%,1.0,33.82%,1.0,33.82%,1.0,33.81%,1.0,33.81%,1.0,33.81%,1.0,33.81%,1.0,33.81%,1.0,33.81%,1.0,33.81%,1.0
